Date,Reservoir 1 Level,Reservoir 2 Level,Generator Production (MWh),Discharge (m³),Load Shedding (MWh),Spillage (MWh),Bypass Water (MWh),Regulated Inflow (m³),Unregulated Inflow (m³),Penalty for Load Shedding,Penalty for Spillage,Penalty for Bypass
14/11/2028,17.93929386,12.60403109,53.97667341,112.9324931,4,4,1,1713,3244,77,22,16
15/11/2028,11.583039,18.38399638,57.07731987,117.0327539,2,1,1,1983,3199,76,26,18
16/11/2028,10.51785889,17.15620717,42.80330867,103.2042294,4,0,1,2028,2955,95,17,10
17/11/2028,15.57310575,16.86941435,50.88366298,108.975013,4,4,0,2190,2822,78,16,11
18/11/2028,11.56035811,18.93113741,40.16016281,138.2802409,1,1,1,1723,2808,93,19,12
19/11/2028,18.34590953,16.89417134,41.90187295,124.6765415,8,3,0,1769,3349,94,28,14
20/11/2028,13.58334657,12.83797943,41.08423488,144.0334231,6,2,0,2324,3121,86,18,13
21/11/2028,19.12892445,16.93863162,54.50956068,119.8621066,5,1,2,2360,3494,79,27,13
22/11/2028,15.65688172,13.05813511,41.62119128,113.4350368,4,4,2,1633,2644,98,19,17
23/11/2028,11.82672384,17.5923898,54.32905963,117.3799907,3,4,2,1613,3239,97,20,17
24/11/2028,11.39598867,16.19747854,44.99249409,135.6385897,7,0,1,1940,3320,72,29,16
25/11/2028,15.76472438,10.77411552,57.55425921,127.7502836,1,3,2,2143,2911,90,17,10
26/11/2028,17.61883612,15.12835362,56.26299977,145.2095604,7,1,1,2150,2613,94,15,19
27/11/2028,17.81505648,13.43300969,59.15660435,130.1084385,0,3,1,1864,3074,77,29,13
28/11/2028,12.75757404,13.28570633,57.67524031,124.6509104,9,0,2,1731,2898,83,18,10
29/11/2028,12.04246759,16.02256302,58.66658838,139.2876362,0,2,2,1957,2774,95,20,14
30/11/2028,10.16756304,13.22324824,57.17484793,147.3766925,2,3,0,1874,2623,76,16,12
01/12/2028,16.79199151,17.76893748,53.86763801,117.7922956,4,0,0,2103,2585,85,16,12
02/12/2028,10.76568258,10.70791436,43.40518304,112.4938105,5,1,1,2278,3081,87,15,13
03/12/2028,14.20761202,16.60388252,45.43415038,130.8108698,3,2,1,2110,2546,80,23,11
04/12/2028,16.01682164,18.09194804,44.25453932,124.9436411,6,4,2,1706,3210,75,17,16
05/12/2028,19.37108945,16.7283169,52.07171575,149.4592787,6,0,2,2019,3375,89,16,13
06/12/2028,13.11802137,14.97229195,50.07239876,123.1180892,1,4,0,1967,3443,90,18,14
07/12/2028,12.49772162,19.50307014,57.34159994,103.7165776,1,2,2,2381,2700,83,20,11
08/12/2028,16.54160154,12.9993849,59.05345733,148.868453,1,0,1,1942,2775,90,15,15
09/12/2028,16.19239032,10.19167888,48.09719779,142.1793473,1,0,2,2416,3048,82,23,18
10/12/2028,13.32109783,14.31989371,50.12701107,108.9125072,8,2,0,1820,3214,73,23,17
11/12/2028,19.28101836,10.33011936,59.43032714,145.2302627,4,1,1,1592,2629,89,22,17
12/12/2028,18.44862327,19.53936753,45.52477883,117.033341,7,0,0,1907,2947,89,20,11
13/12/2028,12.23982546,12.09918046,55.84781551,118.8555992,4,2,0,1657,3481,80,18,13
14/12/2028,12.39142545,17.88927024,44.50479805,145.3195741,4,3,1,2371,3303,87,16,17
15/12/2028,15.12300347,17.74572083,53.62920231,126.5057783,0,4,0,1598,2888,70,22,10
16/12/2028,17.73572102,12.177289,45.07231255,106.8881465,5,0,2,1724,3075,81,21,17
17/12/2028,10.44040379,16.2122653,57.67466778,118.452808,3,3,2,2351,2762,87,26,12
18/12/2028,16.93335154,10.48078968,51.22955887,136.1048723,2,0,0,1940,3465,76,28,17
19/12/2028,16.48235897,14.83574586,43.71867282,108.7092094,5,1,2,2219,3131,81,18,15
20/12/2028,12.31480096,10.14647127,44.48738351,129.5115599,1,2,0,2084,2777,70,17,16
21/12/2028,16.81353013,19.2114388,49.87698391,134.7637066,7,0,2,2490,3213,91,29,11
22/12/2028,19.40183191,19.76086024,59.23204051,117.1926788,0,2,0,1900,2545,73,20,10
23/12/2028,10.46785845,12.22282767,55.39284328,134.6940344,8,0,2,2070,2667,87,29,15
24/12/2028,13.19652055,12.08106035,49.76619286,144.2103676,7,1,1,2298,2944,84,29,12
25/12/2028,14.38176717,17.53720177,46.75438289,123.6058372,0,1,1,1563,3121,72,15,13
26/12/2028,18.99260359,12.53379399,50.98536987,119.1454664,9,3,2,2267,2545,76,16,18
27/12/2028,19.62261447,18.95076559,54.96721667,112.5579201,8,1,0,2059,3223,75,21,12
28/12/2028,14.44115246,15.73929136,55.67857177,130.210274,1,2,2,1778,3039,84,25,11
29/12/2028,17.50028412,13.50777623,46.49217596,143.9926024,2,1,0,2209,2586,84,17,11
30/12/2028,15.31661024,18.32693746,54.42318536,116.2330634,1,0,2,2169,3302,75,28,11
31/12/2028,15.37782935,14.934067,53.1557756,119.8117762,7,1,2,2322,2884,77,27,15
01/01/2029,12.78099515,19.11632914,59.18224584,120.3312759,1,2,1,2018,3168,77,15,11
02/01/2029,12.16956246,19.28014237,58.62180581,128.0406171,9,0,0,1747,2764,91,16,16
03/01/2029,12.88005346,11.65420152,55.78758651,111.4204481,1,3,0,1867,3276,70,24,16
04/01/2029,15.56328007,10.02323406,54.46789378,141.1105578,0,3,0,2243,2521,95,24,16
05/01/2029,10.29155186,19.8393094,45.48083179,114.7801139,6,3,0,2117,3267,82,28,11
06/01/2029,19.07248944,19.06137536,56.91930512,135.2681345,1,0,0,2470,3202,92,23,16
07/01/2029,11.5628371,10.55445236,48.55011407,125.6607871,9,3,1,1597,2949,93,21,19
08/01/2029,12.20088677,18.33034264,45.44481085,129.2948802,4,1,2,1767,3475,90,21,17
09/01/2029,15.18276176,14.57804933,47.68321516,108.9804369,4,0,0,1559,2731,82,28,17
10/01/2029,17.10114766,12.58961605,56.7187098,136.7511599,2,0,0,1999,2685,80,24,11
11/01/2029,10.95729055,18.78746524,42.97266431,109.431026,2,0,2,1807,2825,73,22,14
12/01/2029,13.17694698,11.96667232,49.12317482,105.6736819,2,4,1,1992,2682,76,29,15
13/01/2029,19.68674606,19.47299999,49.84715189,127.333975,5,2,1,1910,2896,97,26,18
14/01/2029,12.62342967,12.05621488,40.73259395,135.4648568,3,4,1,1639,2980,81,26,15
15/01/2029,13.13050145,16.13683188,43.91492059,102.5017918,2,4,2,2408,2902,96,22,19
16/01/2029,18.36498491,12.23086335,56.53484857,103.4697657,1,4,2,1827,2962,82,23,15
17/01/2029,10.50214432,15.45668665,56.61534777,140.1339581,2,2,1,1963,2916,91,16,19
18/01/2029,14.64613169,16.8397513,45.84830168,140.451635,3,4,1,2201,2701,81,28,19
19/01/2029,13.79616764,11.90227931,57.49794469,112.2652359,5,3,2,2136,2564,85,22,15
20/01/2029,13.1658676,15.20885783,55.43565878,130.7614101,3,0,1,2424,3455,75,22,18
21/01/2029,12.85699594,14.69059744,48.35814968,122.1590038,7,0,0,1662,3407,83,27,19
22/01/2029,10.91374105,10.71037421,54.96812689,131.6348021,2,1,2,1559,3054,88,19,16
23/01/2029,13.14825829,18.18307818,59.22669262,143.1439642,2,3,1,2424,3232,85,19,10
24/01/2029,10.43052403,13.35682401,49.17939436,103.9928212,2,2,0,1530,2516,96,18,10
25/01/2029,17.80963864,15.74582198,44.76854358,138.8992213,7,0,2,1832,3335,95,28,13
26/01/2029,13.98227794,15.14784235,58.83633,124.6514552,3,4,2,1575,3296,73,19,11
27/01/2029,14.43903832,15.13260505,52.07488577,128.2063472,0,1,0,2254,2682,74,16,12
28/01/2029,18.93594586,11.07222394,42.10530325,132.696568,1,1,2,1816,2890,78,16,16
29/01/2029,16.58054984,14.23482009,51.45365632,146.1311575,9,0,1,2269,2543,93,19,16
30/01/2029,10.08059103,14.52366759,50.01161779,102.8359977,1,3,2,1916,3472,72,25,12
31/01/2029,19.43174823,17.3364284,57.11177788,101.4738176,2,1,1,2467,3400,91,27,11
01/02/2029,12.37144466,18.40018832,50.6139038,108.9130891,5,0,0,1689,3199,79,17,10
02/02/2029,11.07614185,15.44982278,45.10464869,149.3223863,7,3,0,1988,3401,86,15,18
03/02/2029,17.68128178,10.86782954,53.51288128,135.7538184,0,0,2,2388,2981,88,23,19
04/02/2029,15.00477316,12.36849471,50.85150905,130.732056,8,0,0,1814,2762,79,16,12
05/02/2029,14.33770566,11.64934027,44.66089257,102.3519527,0,3,0,1795,2673,99,28,18
06/02/2029,12.4950308,11.24615063,51.47255716,143.9555112,9,3,2,2000,2940,81,26,13
07/02/2029,15.4747149,13.65899299,56.43071156,140.6378427,1,3,1,1676,3065,92,28,19
08/02/2029,12.74384605,12.29393502,40.57141835,133.2400022,2,0,2,2299,2719,76,24,15
09/02/2029,19.01583005,12.18303112,52.61702077,116.9565408,6,1,2,2305,3057,87,16,16
10/02/2029,12.1520448,10.54693175,46.99170392,103.5252478,8,2,1,2359,2893,88,28,19
11/02/2029,18.8435515,10.17670045,45.85342892,129.0019244,2,2,1,2218,3271,84,18,15
12/02/2029,15.59405426,11.02768243,47.85175501,135.9847286,7,0,1,1714,2694,76,16,10
13/02/2029,18.28488134,11.72197479,46.84045328,104.7120175,8,0,2,2355,2908,81,21,15
14/02/2029,17.12845996,14.30983729,56.64478213,131.688383,9,1,1,2152,2970,91,29,15
15/02/2029,16.96695111,15.10520261,45.49595622,114.3183034,6,3,0,2096,2846,98,26,14
16/02/2029,13.24345808,11.40591918,54.66306046,138.2122111,3,0,1,2193,2961,76,24,12
17/02/2029,12.33896931,14.24783342,41.8811964,126.9807925,3,4,0,1831,2560,79,29,19
18/02/2029,12.10886228,13.41748842,59.02792745,106.4518394,3,3,1,1627,2665,94,15,12
19/02/2029,18.57191657,11.83423643,52.44633274,126.3259724,5,0,0,1768,3171,93,25,19
20/02/2029,18.2042682,10.06840748,54.13437154,119.7868432,3,4,0,2050,2650,91,16,16
21/02/2029,14.40573528,14.67017867,45.96078664,109.0177984,4,1,0,2034,2610,97,25,17
22/02/2029,11.32404613,16.85651749,48.24193137,142.0757862,8,4,0,2253,2987,99,19,12
23/02/2029,13.82252252,12.26277334,44.47556773,100.5514224,6,0,0,1865,3048,89,29,12
24/02/2029,16.19343454,11.3180683,58.65072172,115.6064138,7,2,1,2118,2502,99,16,16
25/02/2029,14.54403154,18.87042744,49.76208894,100.6297519,4,0,2,1847,2982,98,23,19
26/02/2029,17.80189268,12.75024772,52.60896231,104.8003473,4,2,2,1641,2512,79,18,16
27/02/2029,19.97622822,12.2361262,54.68544061,114.854811,6,1,2,1644,2661,94,23,18
28/02/2029,11.91132088,18.5709694,47.42212182,102.7135593,7,1,2,2291,2843,92,25,15
01/03/2029,14.5965082,18.17107099,54.40203309,129.8315266,8,3,2,1744,2948,74,26,16
02/03/2029,14.30983902,14.48346471,53.5198498,104.3431454,1,3,0,1941,2831,87,15,19
03/03/2029,13.04492533,14.89238861,54.11318668,135.0856817,2,2,1,2202,2763,78,15,10
04/03/2029,11.98095517,12.17748705,49.784598,102.6321056,1,2,0,1789,2582,99,15,16
05/03/2029,10.65692116,10.7830167,47.65874765,102.9654447,9,1,1,2190,3276,85,28,11
06/03/2029,18.87119317,15.73431825,44.44164376,115.266295,6,4,1,1611,3423,76,18,16
07/03/2029,14.19848698,10.98344922,56.49252706,144.8285762,1,2,1,1713,2833,94,23,12
08/03/2029,14.96895519,14.49274547,52.16700093,132.0696624,1,2,1,2149,2879,96,22,18
09/03/2029,19.16942048,19.40497199,48.88704392,138.5065646,1,4,2,2385,2718,94,21,14
10/03/2029,17.76290478,19.52834389,58.87991813,107.0776055,3,3,1,1699,3157,79,29,16
11/03/2029,11.30501264,12.39332287,40.95677625,141.7062717,0,3,1,1904,3309,74,15,17
12/03/2029,15.65419968,16.2411342,57.0034389,100.4073124,1,2,2,1920,3308,76,17,11
13/03/2029,14.42252277,14.74076264,59.95165186,110.6528675,2,3,0,1506,2953,74,23,10
14/03/2029,17.97211073,18.75685128,57.73884222,130.8046161,6,3,0,2357,3172,84,29,16
15/03/2029,17.24232548,12.71430864,56.20873171,118.7623204,9,3,0,2024,3240,88,23,15
16/03/2029,16.90405722,10.03702407,47.48611987,149.2096696,0,1,0,2091,3245,79,19,15
17/03/2029,13.40544835,11.62561206,44.62628365,101.5169623,5,0,1,1785,2588,77,26,11
18/03/2029,18.0496373,13.49522801,54.69701041,149.9299084,2,2,2,2170,2832,93,27,12
19/03/2029,10.52391296,13.1572113,46.09150733,131.1813916,2,2,2,1888,2809,78,20,13
20/03/2029,11.59624901,17.91362919,43.52079364,127.9353497,3,1,0,1915,3226,80,25,12
21/03/2029,13.35623273,16.80560666,55.73051774,102.9756221,3,0,2,2283,2919,99,27,11
22/03/2029,10.76807441,12.9955632,46.25087304,113.6664438,6,0,1,2212,3108,97,20,12
23/03/2029,12.34994278,14.57743817,58.28883459,146.2331344,2,1,0,1649,3224,91,24,15
24/03/2029,18.30150983,10.95559104,56.8126529,117.7123002,7,4,1,2459,2853,71,18,18
25/03/2029,19.48251538,18.98146445,56.95280659,133.08266,7,4,1,1927,3323,72,15,13
26/03/2029,13.04602356,19.35424824,55.43139452,149.9748175,6,0,1,2307,2599,82,19,15
27/03/2029,12.64515804,19.79803535,57.61762848,113.1534857,1,4,1,1792,2644,80,27,10
28/03/2029,12.79892652,18.68552831,56.11493784,128.804044,4,4,1,1833,2509,97,15,15
29/03/2029,12.77719087,11.73960888,52.05022727,134.8218896,5,4,0,1771,3482,79,15,12
30/03/2029,10.35930182,10.46196483,45.91645437,108.2313623,9,0,1,1542,2543,96,25,18
31/03/2029,19.26916346,15.79596727,57.76418386,107.4336282,3,4,0,1967,3262,84,19,13
01/04/2029,12.13698142,19.12605027,56.81207246,122.8153956,9,2,2,1818,2885,75,19,16
02/04/2029,14.20004074,11.77351362,49.45758644,119.2906261,4,0,1,1991,3238,70,21,13
03/04/2029,10.09686883,10.07042915,40.78157372,135.7107718,8,1,1,2026,3409,83,16,15
04/04/2029,18.57955091,18.05496046,52.77087455,103.4754386,6,4,2,2259,3260,87,29,16
05/04/2029,17.31157344,10.76795684,41.01193707,148.6083312,1,3,0,1671,2994,93,20,11
06/04/2029,19.46756035,14.13706032,58.52559924,100.7138491,0,0,1,2229,2992,80,16,19
07/04/2029,17.81615479,16.78887337,59.23262513,130.0658412,1,1,2,2148,2668,77,29,15
08/04/2029,13.13706512,12.36797585,43.78980292,128.1316298,2,2,2,1820,3141,91,27,17
09/04/2029,12.47873359,10.83962563,53.52778756,106.7357865,1,1,1,2238,3030,72,24,15
10/04/2029,16.97716308,17.70021228,41.84538009,107.5457991,2,4,0,1543,2835,83,19,11
11/04/2029,13.64112775,16.30175085,54.59033857,139.6338744,9,3,0,2031,3246,71,18,13
12/04/2029,15.66215016,19.88490484,46.94575332,144.3781229,8,4,1,2130,3356,98,25,10
13/04/2029,10.06257471,13.44308033,53.62100223,114.1508483,3,1,2,1953,3012,85,24,16
14/04/2029,10.61885702,10.61762386,47.45753018,121.8981982,8,0,1,2245,2629,75,19,17
15/04/2029,15.35367941,17.34350035,42.9113502,117.7497521,2,3,0,2469,3038,70,16,19
16/04/2029,15.66071646,15.21733419,48.12219961,103.6273506,0,3,2,2379,3013,83,22,11
17/04/2029,17.51452944,12.13203931,42.25347053,133.6602123,4,1,1,2390,2749,79,22,19
18/04/2029,11.3196532,17.81728989,51.5376655,141.2596467,9,4,2,2428,3233,75,20,14
19/04/2029,15.13183084,12.03755486,40.81903064,115.2439679,9,1,0,2347,3446,78,17,17
20/04/2029,11.94447644,12.60661655,50.54639359,149.5087897,1,3,0,2367,2637,76,18,17
21/04/2029,10.9319612,10.92528554,57.72737294,103.7925779,3,1,0,2273,2774,94,15,14
22/04/2029,14.10495794,13.99432279,56.7574654,133.0895357,1,3,1,1582,2963,71,23,17
23/04/2029,11.63336648,14.18929224,57.65563399,122.4114007,1,4,2,2042,2640,80,24,15
24/04/2029,12.21781978,15.1456179,58.44097604,122.3300951,2,0,1,1821,3443,83,19,14
25/04/2029,13.1755458,17.08964267,42.09055776,122.8822808,4,0,1,2285,2755,74,28,13
26/04/2029,12.59388401,19.06100929,42.57494406,112.9340887,3,1,1,1733,3381,78,22,14
27/04/2029,10.87591297,11.37734099,51.14013613,135.7781414,1,3,1,2039,3323,76,17,13
28/04/2029,10.89916245,10.54348098,57.87945337,136.0788263,9,0,2,1751,2955,94,18,10
29/04/2029,11.93249415,10.18531234,59.48698913,114.1198555,1,3,2,2335,3451,83,18,12
30/04/2029,10.50559188,11.43621378,40.92523835,141.765323,5,4,1,2264,2933,96,22,17
01/05/2029,16.2645702,16.57949486,47.11548168,115.8422472,6,1,1,1948,3106,85,29,16
02/05/2029,12.87326717,17.27477078,44.25788509,136.2546562,9,3,0,1738,2672,91,26,16
03/05/2029,12.79745968,17.86505714,55.11931698,106.0499884,5,1,0,1989,2972,85,23,12
04/05/2029,13.31998294,12.43708212,52.80387737,108.4350821,6,3,2,2381,3454,76,17,18
05/05/2029,16.62796274,13.05894813,42.39776063,115.7897822,0,3,0,1963,2922,79,21,15
06/05/2029,18.70633881,14.83134646,49.67044135,129.6936884,5,4,2,2440,3416,90,23,17
07/05/2029,17.59086933,10.63183097,53.70881045,132.2755743,2,1,2,1813,2938,75,16,17
08/05/2029,17.2752923,16.11141523,55.58010788,119.8178086,0,2,2,1674,2556,86,18,12
09/05/2029,14.84391186,19.83735034,40.4010542,103.8919577,7,3,0,2205,2997,70,17,13
10/05/2029,16.93805557,13.60806311,57.80939148,118.6817326,3,3,0,1679,3113,71,22,15
11/05/2029,15.52762368,17.52847475,51.38562766,134.4383758,9,0,2,2431,2668,96,18,11
12/05/2029,12.16250528,15.00033916,56.2381823,133.5497731,7,1,2,1884,3488,83,23,16
13/05/2029,12.08588368,11.27811844,56.1587606,108.0098207,9,2,1,1794,3081,73,15,11
14/05/2029,12.96392007,15.82237449,43.79705321,100.3891985,3,4,2,1714,3349,96,15,14
15/05/2029,19.10802671,12.99874268,42.20344241,137.6490809,3,2,2,2485,3060,78,18,13
16/05/2029,15.4741484,10.34403208,54.42574538,105.3184083,9,4,1,2214,2927,92,17,18
17/05/2029,17.33905377,16.3492973,43.12853838,104.1174572,3,2,2,2261,2918,75,17,11
18/05/2029,13.4655876,18.58932349,56.99874983,100.1350608,5,2,2,2373,2846,86,24,16
19/05/2029,14.07715771,13.44769767,54.52378968,121.6300663,8,1,2,2268,3016,90,26,16
20/05/2029,11.25565579,13.90295547,56.83650729,125.163195,4,0,1,1574,2954,80,16,16
21/05/2029,11.71294958,18.91021683,45.98025359,131.8832023,9,2,0,1843,3213,97,28,10
22/05/2029,18.27356555,18.13608813,46.33196121,114.803192,7,3,2,2213,2701,98,24,17
23/05/2029,15.84838632,17.14952824,53.42443113,135.5212358,7,3,1,1641,2678,73,24,11
24/05/2029,13.37532466,12.48797064,40.6289191,108.4665929,3,3,2,2217,2556,90,16,14
25/05/2029,18.02851209,19.10216655,54.52993493,141.5995027,9,0,1,1698,3197,96,22,11
26/05/2029,12.46519906,11.54415758,56.71566142,128.5924164,8,2,2,2418,3103,78,15,14
27/05/2029,19.76032699,16.26770519,48.30327173,129.1944912,8,4,1,1670,3303,97,28,16
28/05/2029,13.44817608,10.28801181,55.2975766,110.4887707,4,4,0,1905,3405,85,29,15
29/05/2029,13.37310954,16.43719806,43.49221834,103.7054375,5,1,0,2327,3445,72,22,14
30/05/2029,13.11911906,12.77144352,46.44520788,123.2362402,4,0,0,1727,3494,73,24,13
31/05/2029,11.22111516,14.49676977,59.48609926,130.7805976,2,2,2,1910,3000,93,17,17
01/06/2029,11.11137147,13.45264552,59.72656347,104.7523229,7,3,1,2451,3238,72,16,17
02/06/2029,16.48105035,11.72756756,50.25210106,147.5267237,8,0,2,2397,3432,82,23,10
03/06/2029,18.75118045,16.2198079,58.68539583,149.020718,3,0,2,2434,2611,88,19,19
04/06/2029,17.9052051,18.81975555,50.45461356,127.2728348,8,2,1,2190,2647,98,29,11
05/06/2029,11.41107594,19.59084242,45.83176256,147.5034578,8,1,2,2377,3280,94,28,12
06/06/2029,15.45582122,11.92346363,45.33798576,108.9722619,6,1,1,2286,3214,90,19,10
07/06/2029,11.05591546,17.17372774,58.59011411,101.2710343,7,1,1,1561,2877,95,27,12
08/06/2029,10.45294644,16.64339367,43.44892778,101.9704768,2,3,0,1826,3376,70,20,19
09/06/2029,16.56385859,13.4337779,51.59264916,129.375624,4,3,0,2215,3414,92,18,17
10/06/2029,15.35152334,10.19099199,51.11050136,103.0820942,2,2,0,2462,2847,92,21,13
11/06/2029,10.82023685,16.89791247,54.79243369,147.9272803,6,1,1,2458,2857,75,21,16
12/06/2029,10.34939246,19.45494861,49.98485815,107.0966605,5,2,0,2378,2555,91,25,16
13/06/2029,19.89756413,16.32120122,45.44571321,115.2361403,2,1,1,1632,3312,72,23,14
14/06/2029,10.30021332,14.35292724,43.38792999,141.1258901,8,0,2,2083,2815,72,20,10
15/06/2029,14.44528253,15.25153894,52.41637607,110.9370162,0,4,0,2089,3463,85,27,19
16/06/2029,15.04619025,11.99628808,54.37981514,112.1484229,9,4,1,1688,2684,79,15,13
17/06/2029,11.17280148,17.50544164,51.39042557,132.1154478,2,1,1,1855,2553,96,23,16
18/06/2029,11.69061778,17.4641983,54.76702554,113.8043044,9,2,1,1570,2536,94,26,14
19/06/2029,13.51805006,11.455173,42.83042405,110.8723817,6,3,1,1762,3222,86,27,11
20/06/2029,17.61675876,18.77978382,57.6494039,112.7088857,2,1,0,1805,3304,76,24,17
21/06/2029,15.07082424,12.69189739,51.64791017,124.532375,2,1,0,2057,2769,82,23,11
22/06/2029,16.37901875,19.82256061,42.53687854,148.3049936,1,3,0,1723,3362,97,19,17
23/06/2029,19.85174555,13.82903014,49.23850408,141.6118971,8,1,1,1827,3231,80,21,11
24/06/2029,17.68005435,11.77884059,56.89583476,114.2305132,3,0,2,2261,3007,79,15,14
25/06/2029,14.34361498,13.51720111,57.95124387,118.1686604,9,3,1,2087,2727,76,18,13
26/06/2029,14.46441922,14.40180329,45.2929901,123.2256125,5,0,2,1573,2927,93,26,10
27/06/2029,16.18772077,10.69307773,54.22531649,148.9464824,1,4,0,2010,3369,75,24,17
28/06/2029,16.65365208,15.78218381,41.99970495,108.6195234,8,3,1,1641,3222,93,18,19
29/06/2029,15.00710926,15.9763244,40.67091743,117.8741552,6,3,1,2084,3309,70,19,12
30/06/2029,16.44861223,17.38930455,51.20797908,136.4713047,9,2,0,1601,2500,86,20,13
01/07/2029,10.23532494,10.29169892,53.89655159,148.1971867,4,2,1,2105,2522,94,18,13
02/07/2029,14.29622864,15.41238214,55.91573462,107.7837606,6,3,2,2080,3002,81,20,14
03/07/2029,12.78938076,10.52907433,46.80432477,111.3689977,3,4,2,1564,2947,73,24,12
04/07/2029,11.29174445,17.0114422,40.13050821,111.2847337,9,1,2,1692,3295,72,21,18
05/07/2029,10.99546513,10.55727986,49.59038474,101.0466015,6,2,1,2452,2995,75,17,13
06/07/2029,16.03192166,19.11727848,40.31707091,130.2057812,1,4,1,1561,3399,95,23,19
07/07/2029,15.23600547,17.02082567,41.83969021,133.5351537,6,4,2,2031,2924,97,22,13
08/07/2029,12.53584117,15.07389765,46.53378045,130.1262945,3,2,1,1740,3199,85,15,15
09/07/2029,14.70950059,14.41503923,48.74344099,103.5661495,3,1,2,2214,2517,82,27,17
10/07/2029,14.92232315,11.3067263,45.58938882,103.4615063,0,2,0,1909,3458,97,16,16
11/07/2029,11.9500898,12.9099939,51.63730533,110.5193277,2,4,2,1799,2944,78,16,13
12/07/2029,16.52093062,18.68959105,41.10699578,114.5147258,4,0,0,1694,3060,95,24,13
13/07/2029,17.80919356,19.04452812,42.8915942,139.3271828,4,2,0,1953,3058,80,23,14
14/07/2029,17.91463541,10.00747708,53.90516802,107.9695133,1,4,0,2073,3126,89,26,19
15/07/2029,16.02469831,15.94136391,42.84281707,102.2046108,3,2,2,2118,2538,94,23,14
16/07/2029,15.11638583,17.19300609,52.79550403,119.6993754,0,4,2,2136,3228,90,23,10
17/07/2029,10.61007143,16.18746982,41.09369242,120.8196085,8,1,1,1800,2709,82,15,17
18/07/2029,12.87831299,10.81679765,48.14764558,122.5453669,0,4,1,2278,3273,92,21,19
19/07/2029,10.93271447,12.17724899,43.5481894,141.3451772,5,3,0,1955,2710,88,29,14
20/07/2029,19.63823161,12.50340267,42.19272565,104.9002707,6,0,2,2488,3064,72,26,12
21/07/2029,11.35080146,18.31724631,51.34065567,135.1971041,2,4,1,1701,3471,81,25,12
22/07/2029,11.5177541,14.63199436,58.56671544,116.8972786,0,2,1,2173,2780,88,27,13
23/07/2029,18.89576618,14.86828212,41.09574096,115.4990068,6,2,1,2355,3366,77,17,16
24/07/2029,19.43928283,19.34893047,48.43108496,146.6271563,2,4,2,1801,3332,83,25,14
25/07/2029,17.65829039,16.37085889,54.15070875,112.4234262,9,3,1,2123,2632,91,23,10
26/07/2029,10.05404924,18.98667702,49.25375663,132.1265918,5,4,0,1836,2948,78,22,14
27/07/2029,10.01346271,14.56508855,56.12991892,113.7563879,5,1,2,1531,2763,94,17,14
28/07/2029,13.7810077,11.49436259,43.59290632,125.3571941,3,3,1,2470,3306,93,15,15
29/07/2029,11.4339537,19.29935594,59.1918841,139.3146446,5,4,1,1597,2610,86,23,16
30/07/2029,10.18386142,14.58705116,47.70325256,144.0861262,9,0,2,2483,3054,75,27,14
31/07/2029,14.64066689,11.81631422,46.83139266,141.934862,3,3,1,2258,3349,73,24,11
01/08/2029,19.43061897,13.0239574,57.49211589,129.1090368,7,4,1,2272,2737,73,15,11
02/08/2029,13.23819575,10.5080259,51.27734064,112.4408158,8,0,0,1690,3390,88,29,13
03/08/2029,16.61140678,14.68300591,50.32888684,133.0616692,1,4,2,2040,2956,81,17,10
04/08/2029,16.52235353,18.53128172,54.53955839,135.4952523,6,1,1,1547,3400,94,27,16
05/08/2029,12.51080104,19.33580456,51.59668477,100.5345995,8,2,2,1749,3258,71,20,10
06/08/2029,16.50425249,19.32602208,43.2503129,121.9605255,8,4,2,1725,3015,86,20,12
07/08/2029,12.12333974,11.25230026,53.48395246,142.1631021,4,3,0,1771,3375,99,28,19
08/08/2029,11.22007414,13.82053883,42.66937759,124.4793798,0,4,0,2164,3360,84,25,16
09/08/2029,17.01383286,10.2822876,56.11715411,115.5687721,5,4,2,1984,3396,79,24,15
10/08/2029,11.13440817,18.55165345,59.79473195,143.5898886,7,4,0,1827,3361,72,18,16
11/08/2029,19.96909219,13.58755762,47.5477525,107.7940349,0,4,0,2296,3323,98,16,14
12/08/2029,11.83452401,16.31117028,48.89511796,110.3222616,1,3,1,1679,2672,89,27,17
13/08/2029,15.94141863,17.14898438,40.92867311,134.3686183,0,3,0,2313,2692,73,24,15
14/08/2029,14.11374571,14.2984467,40.27466376,117.6217971,4,4,0,2164,3014,91,20,13
15/08/2029,11.26386422,13.06442337,58.4283867,135.6508418,1,2,1,2245,3289,70,24,10
16/08/2029,10.27843908,19.6221291,42.57248121,107.8851811,9,4,1,1522,3467,70,19,11
17/08/2029,16.22732282,19.64488225,48.91557495,112.6134545,9,3,2,2429,3067,87,27,15
18/08/2029,18.06757564,12.89436368,56.30709248,107.8323689,3,1,0,2462,3285,73,20,13
19/08/2029,18.42015662,14.79625097,57.7863752,147.6455157,0,4,1,2105,2908,92,21,12
20/08/2029,14.82713473,19.72844159,50.38795371,120.270198,6,4,0,1869,3187,91,25,16
21/08/2029,17.77455467,10.04868408,51.3006505,116.8609955,7,4,2,1744,3127,84,23,16
22/08/2029,16.72847133,14.12678248,53.39367945,100.7101078,4,4,0,2301,2583,96,26,11
23/08/2029,17.24254527,11.0045755,59.2276494,107.670879,1,0,0,1659,3170,94,26,17
